node_id,parent_submarket_id,node_type,name,address,latitude,longitude,source_id,field_survey_priority,notes,status
SEOUL-JONGNO-GWANGHWAMUN-JONGNO-SM01-N01,SEOUL-JONGNO-GWANGHWAMUN-JONGNO-SM01,anchor,광화문,,,,SRC-V1-FRAMEONE,S,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-SEONGDONG-HAENGDANG-HANYANG-SM01-N05,SEOUL-SEONGDONG-HAENGDANG-HANYANG-SM01,university,한양대 정문,,,,SRC-V1-FRAMEONE,B,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-SEONGDONG-HAENGDANG-HANYANG-SM01-N06,SEOUL-SEONGDONG-HAENGDANG-HANYANG-SM01,traditional_market,행당시장,,,,SRC-V1-FRAMEONE,B,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-SEONGDONG-GEUMHO-OKSU-SM01-N01,SEOUL-SEONGDONG-GEUMHO-OKSU-SM01,anchor,금호,,,,SRC-V1-FRAMEONE,B,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-SEONGDONG-GEUMHO-OKSU-SM02-N02,SEOUL-SEONGDONG-GEUMHO-OKSU-SM02,anchor,옥수,,,,SRC-V1-FRAMEONE,B,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-SEONGDONG-GEUMHO-OKSU-SM01-N03,SEOUL-SEONGDONG-GEUMHO-OKSU-SM01,street,독서당로,,,,SRC-V1-FRAMEONE,B,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-SEONGDONG-GEUMHO-OKSU-SM01-N04,SEOUL-SEONGDONG-GEUMHO-OKSU-SM01,street,동호로,,,,SRC-V1-FRAMEONE,B,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-SEONGDONG-GEUMHO-OKSU-SM01-N05,SEOUL-SEONGDONG-GEUMHO-OKSU-SM01,station,금호역,,,,SRC-V1-FRAMEONE,B,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-SEONGDONG-GEUMHO-OKSU-SM02-N06,SEOUL-SEONGDONG-GEUMHO-OKSU-SM02,station,옥수역,,,,SRC-V1-FRAMEONE,B,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-SEONGDONG-MAJANG-SM01-N01,SEOUL-SEONGDONG-MAJANG-SM01,anchor,마장,,,,SRC-V1-FRAMEONE,D,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-SEONGDONG-MAJANG-SM01-N02,SEOUL-SEONGDONG-MAJANG-SM01,street,마장로,,,,SRC-V1-FRAMEONE,D,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-SEONGDONG-MAJANG-SM01-N03,SEOUL-SEONGDONG-MAJANG-SM01,street,고산자로,,,,SRC-V1-FRAMEONE,D,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-SEONGDONG-MAJANG-SM01-N04,SEOUL-SEONGDONG-MAJANG-SM01,traditional_market,마장축산물시장,,,,SRC-V1-FRAMEONE,D,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-SEONGDONG-MAJANG-SM01-N05,SEOUL-SEONGDONG-MAJANG-SM01,station,마장역,,,,SRC-V1-FRAMEONE,D,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-GWANGJIN-KONKUK-SM01-N01,SEOUL-GWANGJIN-KONKUK-SM01,anchor,건대입구,,,,SRC-V1-FRAMEONE,A,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-GWANGJIN-KONKUK-SM01-N02,SEOUL-GWANGJIN-KONKUK-SM01,street,아차산로,,,,SRC-V1-FRAMEONE,A,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-GWANGJIN-KONKUK-SM01-N03,SEOUL-GWANGJIN-KONKUK-SM01,street,동일로,,,,SRC-V1-FRAMEONE,A,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-GWANGJIN-KONKUK-SM01-N04,SEOUL-GWANGJIN-KONKUK-SM01,street,능동로,,,,SRC-V1-FRAMEONE,A,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-GWANGJIN-KONKUK-SM01-N05,SEOUL-GWANGJIN-KONKUK-SM01,station,건대입구역,,,,SRC-V1-FRAMEONE,A,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-GWANGJIN-GUI-GANGBYEON-SM01-N01,SEOUL-GWANGJIN-GUI-GANGBYEON-SM01,anchor,구의,,,,SRC-V1-FRAMEONE,B,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-GWANGJIN-GUI-GANGBYEON-SM02-N02,SEOUL-GWANGJIN-GUI-GANGBYEON-SM02,anchor,강변,,,,SRC-V1-FRAMEONE,B,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-GWANGJIN-GUI-GANGBYEON-SM01-N03,SEOUL-GWANGJIN-GUI-GANGBYEON-SM01,street,아차산로,,,,SRC-V1-FRAMEONE,B,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-GWANGJIN-GUI-GANGBYEON-SM02-N04,SEOUL-GWANGJIN-GUI-GANGBYEON-SM02,station,강변역로,,,,SRC-V1-FRAMEONE,B,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-GWANGJIN-GUI-GANGBYEON-SM01-N05,SEOUL-GWANGJIN-GUI-GANGBYEON-SM01,station,구의역,,,,SRC-V1-FRAMEONE,B,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-GWANGJIN-GUI-GANGBYEON-SM02-N06,SEOUL-GWANGJIN-GUI-GANGBYEON-SM02,station,강변역,,,,SRC-V1-FRAMEONE,B,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-GWANGJIN-GUI-GANGBYEON-SM01-N07,SEOUL-GWANGJIN-GUI-GANGBYEON-SM01,shopping,테크노마트,,,,SRC-V1-FRAMEONE,B,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-GWANGJIN-GUI-GANGBYEON-SM01-N08,SEOUL-GWANGJIN-GUI-GANGBYEON-SM01,anchor,동서울터미널,,,,SRC-V1-FRAMEONE,B,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-GWANGJIN-JAYANG-SM01-N01,SEOUL-GWANGJIN-JAYANG-SM01,anchor,자양,,,,SRC-V1-FRAMEONE,C,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-GWANGJIN-JAYANG-SM01-N02,SEOUL-GWANGJIN-JAYANG-SM01,anchor,건대입구,,,,SRC-V1-FRAMEONE,C,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-GWANGJIN-JAYANG-SM01-N03,SEOUL-GWANGJIN-JAYANG-SM01,street,자양로,,,,SRC-V1-FRAMEONE,C,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-GWANGJIN-JAYANG-SM01-N04,SEOUL-GWANGJIN-JAYANG-SM01,street,뚝섬로,,,,SRC-V1-FRAMEONE,C,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-GWANGJIN-JAYANG-SM01-N05,SEOUL-GWANGJIN-JAYANG-SM01,traditional_market,자양전통시장,,,,SRC-V1-FRAMEONE,C,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-GWANGJIN-CHILDRENSPARK-SEJONG-SM01-N01,SEOUL-GWANGJIN-CHILDRENSPARK-SEJONG-SM01,park_water_access,어린이대공원,,,,SRC-V1-FRAMEONE,S,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-GWANGJIN-CHILDRENSPARK-SEJONG-SM02-N02,SEOUL-GWANGJIN-CHILDRENSPARK-SEJONG-SM02,street,능동로,,,,SRC-V1-FRAMEONE,S,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-GWANGJIN-CHILDRENSPARK-SEJONG-SM01-N03,SEOUL-GWANGJIN-CHILDRENSPARK-SEJONG-SM01,street,광나루로,,,,SRC-V1-FRAMEONE,S,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-GWANGJIN-GUNJA-JUNGGOK-SM01-N01,SEOUL-GWANGJIN-GUNJA-JUNGGOK-SM01,anchor,군자,,,,SRC-V1-FRAMEONE,C,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-GWANGJIN-GUNJA-JUNGGOK-SM01-N02,SEOUL-GWANGJIN-GUNJA-JUNGGOK-SM01,anchor,중곡,,,,SRC-V1-FRAMEONE,C,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-GWANGJIN-GUNJA-JUNGGOK-SM01-N03,SEOUL-GWANGJIN-GUNJA-JUNGGOK-SM01,street,천호대로,,,,SRC-V1-FRAMEONE,C,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-GWANGJIN-GUNJA-JUNGGOK-SM01-N04,SEOUL-GWANGJIN-GUNJA-JUNGGOK-SM01,street,능동로,,,,SRC-V1-FRAMEONE,C,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-GWANGJIN-GUNJA-JUNGGOK-SM01-N05,SEOUL-GWANGJIN-GUNJA-JUNGGOK-SM01,station,군자역,,,,SRC-V1-FRAMEONE,C,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-GWANGJIN-GUNJA-JUNGGOK-SM01-N06,SEOUL-GWANGJIN-GUNJA-JUNGGOK-SM01,traditional_market,중곡제일시장,,,,SRC-V1-FRAMEONE,C,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-DONGDAEMUN-CHEONGNYANGNI-SM01-N01,SEOUL-DONGDAEMUN-CHEONGNYANGNI-SM01,anchor,청량리,,,,SRC-V1-FRAMEONE,C,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-DONGDAEMUN-CHEONGNYANGNI-SM01-N02,SEOUL-DONGDAEMUN-CHEONGNYANGNI-SM01,street,왕산로,,,,SRC-V1-FRAMEONE,C,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-DONGDAEMUN-CHEONGNYANGNI-SM01-N03,SEOUL-DONGDAEMUN-CHEONGNYANGNI-SM01,street,홍릉로,,,,SRC-V1-FRAMEONE,C,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-DONGDAEMUN-CHEONGNYANGNI-SM01-N04,SEOUL-DONGDAEMUN-CHEONGNYANGNI-SM01,station,청량리역,,,,SRC-V1-FRAMEONE,C,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-DONGDAEMUN-CHEONGNYANGNI-SM01-N05,SEOUL-DONGDAEMUN-CHEONGNYANGNI-SM01,shopping,롯데백화점,,,,SRC-V1-FRAMEONE,C,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-DONGDAEMUN-CHEONGNYANGNI-SM01-N06,SEOUL-DONGDAEMUN-CHEONGNYANGNI-SM01,traditional_market,청량리시장,,,,SRC-V1-FRAMEONE,C,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-DONGDAEMUN-HOEGI-KYUNGHEE-SM01-N01,SEOUL-DONGDAEMUN-HOEGI-KYUNGHEE-SM01,anchor,회기,,,,SRC-V1-FRAMEONE,S,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-DONGDAEMUN-HOEGI-KYUNGHEE-SM01-N02,SEOUL-DONGDAEMUN-HOEGI-KYUNGHEE-SM01,street,회기로,,,,SRC-V1-FRAMEONE,S,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-DONGDAEMUN-HOEGI-KYUNGHEE-SM02-N03,SEOUL-DONGDAEMUN-HOEGI-KYUNGHEE-SM02,street,경희대로,,,,SRC-V1-FRAMEONE,S,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-DONGDAEMUN-HOEGI-KYUNGHEE-SM01-N04,SEOUL-DONGDAEMUN-HOEGI-KYUNGHEE-SM01,station,회기역,,,,SRC-V1-FRAMEONE,S,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-DONGDAEMUN-HOEGI-KYUNGHEE-SM01-N05,SEOUL-DONGDAEMUN-HOEGI-KYUNGHEE-SM01,university,경희대 정문,,,,SRC-V1-FRAMEONE,S,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-DONGDAEMUN-HUFS-IMUN-SM01-N01,SEOUL-DONGDAEMUN-HUFS-IMUN-SM01,university,외대앞,,,,SRC-V1-FRAMEONE,B,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-DONGDAEMUN-HUFS-IMUN-SM01-N02,SEOUL-DONGDAEMUN-HUFS-IMUN-SM01,street,이문로,,,,SRC-V1-FRAMEONE,B,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-DONGDAEMUN-HUFS-IMUN-SM01-N03,SEOUL-DONGDAEMUN-HUFS-IMUN-SM01,street,휘경로,,,,SRC-V1-FRAMEONE,B,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-DONGDAEMUN-HUFS-IMUN-SM01-N04,SEOUL-DONGDAEMUN-HUFS-IMUN-SM01,station,외대앞역,,,,SRC-V1-FRAMEONE,B,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-DONGDAEMUN-HUFS-IMUN-SM01-N05,SEOUL-DONGDAEMUN-HUFS-IMUN-SM01,university,한국외대 정문,,,,SRC-V1-FRAMEONE,B,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-DONGDAEMUN-JANGAN-DAPSIMNI-SM01-N01,SEOUL-DONGDAEMUN-JANGAN-DAPSIMNI-SM01,anchor,장한평,,,,SRC-V1-FRAMEONE,B,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-DONGDAEMUN-JANGAN-DAPSIMNI-SM02-N02,SEOUL-DONGDAEMUN-JANGAN-DAPSIMNI-SM02,anchor,답십리,,,,SRC-V1-FRAMEONE,B,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-DONGDAEMUN-JANGAN-DAPSIMNI-SM01-N03,SEOUL-DONGDAEMUN-JANGAN-DAPSIMNI-SM01,street,천호대로,,,,SRC-V1-FRAMEONE,B,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-DONGDAEMUN-JANGAN-DAPSIMNI-SM01-N04,SEOUL-DONGDAEMUN-JANGAN-DAPSIMNI-SM01,street,장한로,,,,SRC-V1-FRAMEONE,B,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-DONGDAEMUN-JANGAN-DAPSIMNI-SM02-N05,SEOUL-DONGDAEMUN-JANGAN-DAPSIMNI-SM02,station,답십리역,,,,SRC-V1-FRAMEONE,B,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-DONGDAEMUN-JEONNONG-SM01-N01,SEOUL-DONGDAEMUN-JEONNONG-SM01,anchor,청량리,,,,SRC-V1-FRAMEONE,B,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-DONGDAEMUN-JEONNONG-SM01-N02,SEOUL-DONGDAEMUN-JEONNONG-SM01,street,전농로,,,,SRC-V1-FRAMEONE,B,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-DONGDAEMUN-JEONNONG-SM01-N03,SEOUL-DONGDAEMUN-JEONNONG-SM01,street,답십리로,,,,SRC-V1-FRAMEONE,B,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-DONGDAEMUN-JEGI-YONGDU-SINSEOL-SM01-N01,SEOUL-DONGDAEMUN-JEGI-YONGDU-SINSEOL-SM01,anchor,제기동,,,,SRC-V1-FRAMEONE,C,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-DONGDAEMUN-JEGI-YONGDU-SINSEOL-SM01-N02,SEOUL-DONGDAEMUN-JEGI-YONGDU-SINSEOL-SM01,anchor,용두,,,,SRC-V1-FRAMEONE,C,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-DONGDAEMUN-JEGI-YONGDU-SINSEOL-SM01-N03,SEOUL-DONGDAEMUN-JEGI-YONGDU-SINSEOL-SM01,anchor,신설동,,,,SRC-V1-FRAMEONE,C,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-DONGDAEMUN-JEGI-YONGDU-SINSEOL-SM01-N04,SEOUL-DONGDAEMUN-JEGI-YONGDU-SINSEOL-SM01,street,왕산로,,,,SRC-V1-FRAMEONE,C,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-DONGDAEMUN-JEGI-YONGDU-SINSEOL-SM01-N05,SEOUL-DONGDAEMUN-JEGI-YONGDU-SINSEOL-SM01,street,무학로,,,,SRC-V1-FRAMEONE,C,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-DONGDAEMUN-JEGI-YONGDU-SINSEOL-SM01-N06,SEOUL-DONGDAEMUN-JEGI-YONGDU-SINSEOL-SM01,traditional_market,경동시장,,,,SRC-V1-FRAMEONE,C,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-DONGDAEMUN-JEGI-YONGDU-SINSEOL-SM01-N07,SEOUL-DONGDAEMUN-JEGI-YONGDU-SINSEOL-SM01,traditional_market,서울약령시장,,,,SRC-V1-FRAMEONE,C,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-DONGDAEMUN-JEGI-YONGDU-SINSEOL-SM01-N08,SEOUL-DONGDAEMUN-JEGI-YONGDU-SINSEOL-SM01,station,신설동역,,,,SRC-V1-FRAMEONE,C,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-JUNGNANG-SANGBONG-SM01-N01,SEOUL-JUNGNANG-SANGBONG-SM01,anchor,상봉,,,,SRC-V1-FRAMEONE,C,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-JUNGNANG-SANGBONG-SM01-N02,SEOUL-JUNGNANG-SANGBONG-SM01,street,망우로,,,,SRC-V1-FRAMEONE,C,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-JUNGNANG-SANGBONG-SM01-N03,SEOUL-JUNGNANG-SANGBONG-SM01,street,상봉로,,,,SRC-V1-FRAMEONE,C,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-JUNGNANG-SANGBONG-SM01-N04,SEOUL-JUNGNANG-SANGBONG-SM01,station,상봉역,,,,SRC-V1-FRAMEONE,C,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-JUNGNANG-SANGBONG-SM01-N05,SEOUL-JUNGNANG-SANGBONG-SM01,anchor,코스트코,,,,SRC-V1-FRAMEONE,C,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-JUNGNANG-MANGU-SM01-N01,SEOUL-JUNGNANG-MANGU-SM01,anchor,망우,,,,SRC-V1-FRAMEONE,C,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-JUNGNANG-MANGU-SM01-N02,SEOUL-JUNGNANG-MANGU-SM01,street,망우로,,,,SRC-V1-FRAMEONE,C,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-JUNGNANG-MANGU-SM01-N03,SEOUL-JUNGNANG-MANGU-SM01,street,용마산로,,,,SRC-V1-FRAMEONE,C,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-JUNGNANG-MANGU-SM01-N04,SEOUL-JUNGNANG-MANGU-SM01,station,망우역,,,,SRC-V1-FRAMEONE,C,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-JUNGNANG-MANGU-SM01-N05,SEOUL-JUNGNANG-MANGU-SM01,traditional_market,우림시장,,,,SRC-V1-FRAMEONE,C,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-JUNGNANG-MYEONMOK-SAGAJEONG-SM01-N01,SEOUL-JUNGNANG-MYEONMOK-SAGAJEONG-SM01,anchor,사가정,,,,SRC-V1-FRAMEONE,B,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-JUNGNANG-MYEONMOK-SAGAJEONG-SM01-N02,SEOUL-JUNGNANG-MYEONMOK-SAGAJEONG-SM01,anchor,면목,,,,SRC-V1-FRAMEONE,B,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-JUNGNANG-MYEONMOK-SAGAJEONG-SM01-N03,SEOUL-JUNGNANG-MYEONMOK-SAGAJEONG-SM01,street,사가정로,,,,SRC-V1-FRAMEONE,B,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-JUNGNANG-MYEONMOK-SAGAJEONG-SM01-N04,SEOUL-JUNGNANG-MYEONMOK-SAGAJEONG-SM01,street,면목로,,,,SRC-V1-FRAMEONE,B,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-JUNGNANG-MYEONMOK-SAGAJEONG-SM01-N05,SEOUL-JUNGNANG-MYEONMOK-SAGAJEONG-SM01,station,사가정역,,,,SRC-V1-FRAMEONE,B,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-JUNGNANG-MYEONMOK-SAGAJEONG-SM01-N06,SEOUL-JUNGNANG-MYEONMOK-SAGAJEONG-SM01,traditional_market,면목시장,,,,SRC-V1-FRAMEONE,B,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-JUNGNANG-SINNAE-SM01-N01,SEOUL-JUNGNANG-SINNAE-SM01,anchor,신내,,,,SRC-V1-FRAMEONE,S,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-JUNGNANG-SINNAE-SM01-N02,SEOUL-JUNGNANG-SINNAE-SM01,anchor,봉화산,,,,SRC-V1-FRAMEONE,S,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-JUNGNANG-SINNAE-SM01-N03,SEOUL-JUNGNANG-SINNAE-SM01,street,신내로,,,,SRC-V1-FRAMEONE,S,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-JUNGNANG-SINNAE-SM01-N04,SEOUL-JUNGNANG-SINNAE-SM01,street,봉화산로,,,,SRC-V1-FRAMEONE,S,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-JUNGNANG-SINNAE-SM01-N05,SEOUL-JUNGNANG-SINNAE-SM01,station,신내역,,,,SRC-V1-FRAMEONE,S,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-JUNGNANG-JUNGHWA-SM01-N01,SEOUL-JUNGNANG-JUNGHWA-SM01,anchor,중화,,,,SRC-V1-FRAMEONE,D,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-JUNGNANG-JUNGHWA-SM01-N02,SEOUL-JUNGNANG-JUNGHWA-SM01,street,동일로,,,,SRC-V1-FRAMEONE,D,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-JUNGNANG-JUNGHWA-SM02-N03,SEOUL-JUNGNANG-JUNGHWA-SM02,street,중랑천로,,,,SRC-V1-FRAMEONE,D,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-JUNGNANG-JUNGHWA-SM01-N04,SEOUL-JUNGNANG-JUNGHWA-SM01,station,중화역,,,,SRC-V1-FRAMEONE,D,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-SEONGBUK-SUNGSHIN-SM01-N01,SEOUL-SEONGBUK-SUNGSHIN-SM01,anchor,성신여대입구,,,,SRC-V1-FRAMEONE,A,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-SEONGBUK-SUNGSHIN-SM01-N02,SEOUL-SEONGBUK-SUNGSHIN-SM01,street,동소문로,,,,SRC-V1-FRAMEONE,A,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-SEONGBUK-SUNGSHIN-SM01-N03,SEOUL-SEONGBUK-SUNGSHIN-SM01,street,보문로,,,,SRC-V1-FRAMEONE,A,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-SEONGBUK-SUNGSHIN-SM01-N04,SEOUL-SEONGBUK-SUNGSHIN-SM01,station,성신여대입구역,,,,SRC-V1-FRAMEONE,A,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-SEONGBUK-SUNGSHIN-SM01-N05,SEOUL-SEONGBUK-SUNGSHIN-SM01,traditional_market,돈암시장,,,,SRC-V1-FRAMEONE,A,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-SEONGBUK-ANAM-KOREAUNIV-SM01-N01,SEOUL-SEONGBUK-ANAM-KOREAUNIV-SM01,anchor,안암,,,,SRC-V1-FRAMEONE,A,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-SEONGBUK-ANAM-KOREAUNIV-SM01-N02,SEOUL-SEONGBUK-ANAM-KOREAUNIV-SM01,anchor,고려대,,,,SRC-V1-FRAMEONE,A,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-SEONGBUK-ANAM-KOREAUNIV-SM01-N03,SEOUL-SEONGBUK-ANAM-KOREAUNIV-SM01,street,안암로,,,,SRC-V1-FRAMEONE,A,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-SEONGBUK-ANAM-KOREAUNIV-SM01-N04,SEOUL-SEONGBUK-ANAM-KOREAUNIV-SM01,street,개운사길,,,,SRC-V1-FRAMEONE,A,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-SEONGBUK-ANAM-KOREAUNIV-SM01-N05,SEOUL-SEONGBUK-ANAM-KOREAUNIV-SM01,university,고려대 정문,,,,SRC-V1-FRAMEONE,A,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-SEONGBUK-ANAM-KOREAUNIV-SM01-N06,SEOUL-SEONGBUK-ANAM-KOREAUNIV-SM01,station,안암역,,,,SRC-V1-FRAMEONE,A,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-SEONGBUK-ANAM-KOREAUNIV-SM01-N07,SEOUL-SEONGBUK-ANAM-KOREAUNIV-SM01,university,고대병원,,,,SRC-V1-FRAMEONE,A,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-SEONGBUK-GIREUM-SM01-N01,SEOUL-SEONGBUK-GIREUM-SM01,street,길음,,,,SRC-V1-FRAMEONE,S,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-SEONGBUK-GIREUM-SM01-N02,SEOUL-SEONGBUK-GIREUM-SM01,street,동소문로,,,,SRC-V1-FRAMEONE,S,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-SEONGBUK-GIREUM-SM01-N03,SEOUL-SEONGBUK-GIREUM-SM01,street,삼양로,,,,SRC-V1-FRAMEONE,S,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-SEONGBUK-GIREUM-SM01-N04,SEOUL-SEONGBUK-GIREUM-SM01,station,길음역,,,,SRC-V1-FRAMEONE,S,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-SEONGBUK-HANSUNG-SEONGBUK-SM01-N01,SEOUL-SEONGBUK-HANSUNG-SEONGBUK-SM01,anchor,한성대입구,,,,SRC-V1-FRAMEONE,B,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-SEONGBUK-HANSUNG-SEONGBUK-SM01-N02,SEOUL-SEONGBUK-HANSUNG-SEONGBUK-SM01,street,성북로,,,,SRC-V1-FRAMEONE,B,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
